Polska nazwa,Angielska nazwa,Interakcje,Strona,
Telmisartan,Telmisartan,"Pożywienie w niewielkim stopniu ogranicza wchłanianie leku (około 6% spadku podczas  stosowania dawki 40 mg).
Spożywanie alkoholu podczas terapii z wykorzystaniem telmisartanu może spowodować spadek ciśnienia tętniczego. W niektórych przypadkach odnotowano również zawroty głowy i omdlenia. 
",https://www.doz.pl//leki/w1159-Telmisartan,
Temazepam,Temazepam,"Podczas leczenia temazepamem nie należy spożywać alkoholu, ze względu na nasilenie działania depresyjnego alkoholu na OUN.
Palenie tytoniu osłabia działanie temazepamu. Przyjmowanie temazepamu może spowodować uzależnienie psychiczne oraz fizyczne.
",https://www.doz.pl//leki/w1160-Temazepam,
Temoporfin,Temoporfin,"Ze względu na postać leku zawierającą etanol nie należy prowadzić pojazdów i obsługiwać maszyn po podaniu temoporfinu. Aby uniknąć problemów związanych z nadwrażliwością na światło do piętnastu dni po podaniu nie zaleca się prowadzenia pojazdów i obsługi maszyn o ile ta obsługa nie może odbywać się w warunkach ograniczonego oświetlenia.
",https://www.doz.pl//leki/w1161-Temoporfin,
Temozolomid,Temozolomide,"Temozolomidu nie należy łączyć z jedzeniem. Pokarm zmniejsza wchłanianie leku z przewodu pokarmowego.
",https://www.doz.pl//leki/w1162-Temozolomid,
Temsyrolimus,Temsirolimus,"Grejpfrut / sok grejpfrutowy hamuje metabolizm temsyrolimusu przez CYP3A4, co może zwiększać stężenie temsyrolimusu w surowicy.
Jednoczesne stosowanie temsyrolimusu i sunitynibu powoduje wzrost toksyczności i konieczność redukcji dawek. Toksyczność wymagająca ograniczenia dawki to: wysypka rumieniowa plamisto-grudkowa stopnia 3. lub 4., dna i lub zapalenie tkanki łącznej wymagające hospitalizacji.
",https://www.doz.pl//leki/w1163-Temsyrolimus,
Tenofowir,Tenofovir,"Przyjmowanie tenofowiru z pożywieniem zwiększa jego biodostępność (ilość substancji w krwioobiegu). Zalecane jest stosowanie substancji jednocześnie z posiłkiem, w szczególności bogatym w tłuszcze. 
",https://www.doz.pl//leki/w1164-Tenofowir,
Teofilina,Theophylline,"W przypadku stosowania diety wysokobiałkowej i niskowęglowodanowej, wysokiego dziennego spożycia grillowanego mięsa wołowego lub odżywiania parenteralnego klirens teofiliny (objętość osocza całkowicie oczyszczona z leku) może się zwiększyć. Natomiast dieta wysokowęglowodanowa i niskobiałkowa może prowadzić do zmniejszenia klirensu leku.
Należy unikać spożywania dużych ilości alkoholu etylowego, gdyż może on zwiększać stężenie teofiliny we krwi.
Ziele dziurawca i zawarta w nim hiperycyna może przyspieszać metabolizm teofiliny oraz zmniejszać jej biodostępność i skuteczność. U niektórych pacjentów zachodzi konieczność zwiększenia stosowanych dawek teofiliny.
",https://www.doz.pl//leki/w1165-Teofilina,
Terazosyna,Terazosin,"Spożywanie alkoholu podczas leczenia terazosyną może zwiększyć ryzyko spadku ciśnienia tętniczego.
Związek może wywierać wpływ na aktywność reninową osocza oraz na stopień wydalania kwasu wanilinomigdałowego z moczem. Wpływ terazosyny na powyższe parametry należy wziąć pod uwagę podczas wykonywania badań diagnostycznych.
",https://www.doz.pl//leki/w1166-Terazosyna,
Terbinafina,Terbinafine,"Terbinafina nie wpływa na zdolność prowadzenia pojazdów.
Niektóre źródła podają, że miłorząb japoński może zmniejszać metabolizm terbinafiny. Z kolei metabolizm dziurawca może być zwiększony w połączeniu z terbinafiną.
",https://www.doz.pl//leki/w1167-Terbinafina,
Terlipresyna,Terlipressin,"Terlipresyna jest związkiem przeciwwskazanym do stosowania podczas ciąży. Zaobserwowano pojawienie się wad wrodzonych u potomstwa zwierząt, którym podawano lek. Dodatkowo, terlipresyna zmniejsza ukrwienie macicy oraz zwiększa napięcie jej mięśni gładkich zarówno u ludzi jak i u zwierząt co wywiera negatywny wpływ na przebieg ciąży oraz akcję porodową.
",https://www.doz.pl//leki/w1168-Terlipresyna,
Teryflunomid,Teriflunomide,"Nie zaleca się spożywania alkoholu w czasie terapii, ze względu na zwiększone ryzyko uszkodzenia wątroby.
W wyniku stosowania teryflunomidu może nastąpić zwiększenie aktywności aminotransferazy alaninowej (AlAT), gamma - glutamylotransferazy (GGT) oraz aminotransferazy asparaginianowej (AspAT). Dodatkowo w czasie dłuższych terapii obserwowano u pacjentów zmniejszenie masy ciała, zmniejszenie liczby neutrofili oraz liczby krwinek białych, a także zwiększenie aktywności kinazy kreatynowej (CPK). 
",https://www.doz.pl//leki/w1169-Teryflunomid,
Teryparatyd,Teriparatide,"Teraparyd może powodować zawroty głowy oraz niedociśnienie ortostatyczne, z tego względu pacjenci odczuwający te objawy nie powinni prowadzić pojazdów ani obsługiwać maszyn w ruchu, aż do ustąpienia objawów. 
",https://www.doz.pl//leki/w1170-Teryparatyd,
Testosteron,Testosterone,"Testosteron nie wywiera znaczącego wpływu na zdolność prowadzenia pojazdów.
",https://www.doz.pl//leki/w1378-Testosteron,
Tetraazotan,pentaerytrytolu,"Lek należy przyjmować pół godziny przed lub dwie godziny po jedzeniu.
Alkohol nasila działanie tetraazotanu pentaerytrytolu i powoduje obniżenie ciśnienia krwi.
",https://www.doz.pl//leki/w1171-Tetraazotan_pentaerytrytolu,
Tetrabenazyna,Tetrabenazine,"Zaleca się unikanie spożywania alkoholu w trakcie terapii, gdyż może on nasilać senność wywołaną przez tetrabenazynę.
",https://www.doz.pl//leki/w1172-Tetrabenazyna,
Tetracyklina,Tetracyline,"Przyjmowanie tetracykliny z pożywieniem może prowadzić do zmniejszenia jej wchłaniania z przewodu pokarmowego.
Szczególnie należy unikać jej łączenia z:
Tetracyklina może zaburzać wyniki badań:
",https://www.doz.pl//leki/w1174-Tetracyklina,
Tetrahydrokannabinol,Tetrahydrocannabinol,"Pożywienie nie wpływa na wchłanianie substancji, można przyjmować oddzielnie lub z posiłkiem. 
Należy unikać spożywania alkoholu podczas terapii, ze względu na możliwe działania niepożądane ze strony układu nerwowego. 
Preparaty zawierające THC mogą obniżać skuteczność antykoncepcji hormonalnej. Kobiety stosujące terapię powinny stosować dodatkową mechaniczną metodę antykoncepcji. 
",https://www.doz.pl//leki/w1175-Tetrahydrokannabinol,
Tetrazepam,Tetrazepam,"Alkohol nasila sedatywne działanie tetrazepamu, co może utrudnić prowadzenie pojazdów i obsługę maszyn. Z tego względu należy unikać picia alkoholu oraz przyjmowania produktów leczniczych zawierających alkohol w trakcie trwania leczenia tetrazepamem.
",https://www.doz.pl//leki/w1339-Tetrazepam,
Tetryzolina,Tetryzoline,"Tetryzolina nie wchodzi w interakcje z produktami żywnościowymi.
",https://www.doz.pl//leki/w1176-Tetryzolina,
Tiagabina,Tiagabine,"Nie odnotowano istotnych interakcji tiagabiny z pożywieniem. Jednakże w związku z tym, że substancja jest metabolizowana przez CYP3A4, spożywanie dużych ilości soku grejpfrutowego może zmniejszać efektywność metabolizowania substancji i doprowadzić do nasilenia się działań niepożądanych.
Nie zaobserwowano, aby alkohol w istotny sposób nasilał działania niepożądane tiagabiny. Jednakże obie substancje działają hamująco na ośrodkowy układ nerwowy. Zaleca się unikanie spożywania alkoholu w trakcie terapii związkiem, aby uniknąć nadmiernego uspokojenia oraz senności.
Preparaty zawierające dziurawiec zwyczajny oraz jego przetwory mogą nasilać metabolizm tiagabiny i obniżać skuteczność leczenia substancją.
",https://www.doz.pl//leki/w1177-Tiagabina,
Tiamazol,Thiamazole,"Metizol ma niewielki wpływ na zdolność prowadzenia pojazdów i obsługę maszyn, ze względu na możliwość wystąpienia zawrotów głowy podczas terapii.
Wyleczenie nadczynności tarczycy z wykorzystaniem tiamazolu, może spowodować normalizację procesów metabolizmu i eliminacji innych leków. Po zakończeniu terapii tiamazolem może być konieczna modyfikacja dawek przyjmowanych preparatów.
",https://www.doz.pl//leki/w1178-Tiamazol,
Tianeptyna,Tianeptine,"W terapii tianeptyną należy unikać spożywania produktów z grejfruta, gdyż mogą one w znaczny sposób zwiększać stężenie tianeptyny w osoczu krwi. 
Nie należy łączyć tianeptyny z alkoholem, gdyż nasila się wtedy depresyjne działanie alkoholu na układ nerwowy. 
Stosując tianeptynę należy unikać preparatów zawierających wyciągi z dziurawca (Hypericum perforatum), obniżają one stężenie tianeptyny we krwi i jej biodostępność terapeutyczną.
",https://www.doz.pl//leki/w1180-Tianeptyna,
Tiapryd,Tiapride,"Tiaprydu nie należy łączyć z alkoholem, gdyż może on nasilać działanie sedatywne leku (zaburzenia koncentracji uwagi).
Leku nie należy łączyć z alkoholem ze względu na zwiększenia działania sedatywnego (zaburzenia koncentracji uwagi).
",https://www.doz.pl//leki/w1181-Tiapryd,
Tibolon,Tibolone,"Tibolon nie zaburza koncentracji i tym samym nie ma wpływu na zdolność prowadzenia pojazdów i obsługiwania maszyn.
Ziele dziurawca (Hypericum perforatum) może zmniejszyć działanie tibolonu i powodować nieprawidłowe krwawienia maciczne.
",https://www.doz.pl//leki/w1182-Tibolon,
Tietyloperazyna,Thiethylperazine,"Tietylperazyny nie należy łączyć z etanolem, gdyż nasila działanie depresyjne etanolu na OUN
",https://www.doz.pl//leki/w1183-Tietyloperazyna,
Tikagrelor,Ticagrelor,"Podczas terapii tikagrelorem należy unikać spożywania grejpfrutów, ponieważ są one silnym inhibitorem enzymu CYP3A4, a swoim działaniem powodują silny wzrost stężenia tikagreloru w osoczu, przez co zwiększają jego toksyczność.
",https://www.doz.pl//leki/w1184-Tikagrelor,
Tiklopidyna,Ticlopidine,"Podczas stosowania tiklopidyny mogą pojawić się ośrodkowe działania niepożądane tj. zawroty głowy, które mogą zaburzać zdolność prowadzenia pojazdów i obsługiwania maszyn.
Badania diagnostyczne
",https://www.doz.pl//leki/w1185-Tiklopidyna,
Tioguanina,Tioguanine,"Przyjmowanie wraz z posiłkiem obniża wchłanianie.
",https://www.doz.pl//leki/w1187-Tioguanina,
Tiokolchikozyd,Tiocolchicoside,"Zaobserwowano, że spożywanie alkoholu w połączeniu z thiokolchikozydem może wywoływać nadmierną senność.
",https://www.doz.pl//leki/w1379-Tiokolchikozyd,
Tiotepa,Thiotepa,"Należy unikać spożywania nadmiernych ilości soku grejpfrutowego, ze względu na ryzyko spowolnienia metabolizmu tiotepy i nasilenia się jej działań niepożądanych.
Podawanie szczepionek przeciwko żółtej febrze, a także żywych szczepionek wirusowych oraz bakteryjnych jest przeciwwskazane podczas stosowania leku. Istnieje duże ryzyko rozwoju uogólnionych zakażeń, które stanowią zagrożenie dla życia.
",https://www.doz.pl//leki/w1188-Tiotepa,
Tiotropium,(Bromek,"Jeżeli występują działania niepożądane, powodujące zawroty głowy, niewyraźne widzenie lub ból głowy, nie należy prowadzić pojazdów ani obsługiwać maszyn. 
",https://www.doz.pl//leki/w1189-Tiotropium_Bromek_tiotropiowy,
Tlen,Oxygen,"Leczenie tlenem może wywoływać działania niepożądane wywierające znaczny wpływu na zdolność prowadzenia pojazdów oraz obsługę maszyn. Nie należy wykonywać powyższych czynności po tlenoterapii. 
",https://www.doz.pl//leki/w1190-Tlen,
Tlenek,azotu,"Nie ma wystarczających danych dotyczących stosowania tlenku azotu u kobiet w ciąży.
",https://www.doz.pl//leki/w1191-Tlenek_azotu,
Tlenek,bizmutu,"Stosowanie tlenku bizmutu nie wpływa na zdolność prowadzenia pojazdów oraz obsługę maszyn. 
Tlenek bizmutu absorbuje promieniowanie rentgenowskie co może mieć wpływ na badania diagnostyczne przewodu pokarmowego z zastosowaniem promieniowania rentgenowskiego. 
",https://www.doz.pl//leki/w1192-Tlenek_bizmutu,
Tlenek,magnezu,"Przyjmowanie tlenku magnezu podczas posiłku może zmniejszyć dolegliwości jelitowe (np. biegunki).
",https://www.doz.pl//leki/w1340-Tlenek_magnezu,
Tobramycyna,Tobramycin,"W przypadku podania związku w postaci kropli czy maści do oczu może pojawić się zamazane i niewyraźne widzenie, jeśli zaś pacjent otrzymuje lek podany systemowo (dożylnie) istnieje prawdopodobieństwo wystąpienia zawrotów głowy lub efektu kuraropodobnego. Obecność powyższych działań niepożądanych upośledza zdolność prowadzenia pojazdów mechanicznych oraz maszyn.
Tobramycyna podawana w formie do nebulizacji nie powinna być mieszana z innymi lekami w nebulizatorze, gdyż nie wykonano badań dotyczących stabilności takich połączeń. 
",https://www.doz.pl//leki/w1194-Tobramycyna,
Toclizumab,Tocilizumab,"Tocilizumab wykazuje nieznaczny wpływ na zdolność prowadzenia pojazdów mechanicznych i obsługiwania maszyn, jednak zalecane jest zachowanie środków ostrożności.
Podczas terapii tocilizumabem w badaniach przesiewowych obserwowowano zwiększenie aktywności aminotransferaz wątrobowych i stężenia bilirubiny całkowitej oraz zmniejszenie liczby neutrofili i płytek krwi, należy wziąć to pod uwagę wykonując badania laboratoryjne.
",https://www.doz.pl//leki/w1195-Toclizumab,
Tofacytynib,Tofacitinib,"Nie wykazano, żeby tofacytynib wchodził w interakcje z pożywieniem. Jednak podawanie tofacytynibu z tłustym posiłkiem, zmniejsza jego stężenie maksymalne w osoczu.
Nie są znane interakcje tofacytynibu z alkoholem.
U pacjentów podczas terapii tofacytynibem obserwowano zwiększoną liczbę występowania limfopenii oraz neutropenii. Dodatkowo możliwe jest zmniejszenie stężenia hemoglobiny oraz zwiększenie parametrów lipidowych jak całkowity cholesterol, lipoproteiny o małej gęstości (LDL) i lipoproteiny o dużej gęstości (HDL). Biorąc pod uwagę wpływ tofacytynibu na te parametry, należy mieć to na uwadze wykonując badania diagnostyczne.
",https://www.doz.pl//leki/w1374-Tofacytynib,
Tokofersolan,Tocophersolan,"Tokofersolan nie ma wpływu na prowadzenie pojazdów oraz obsługę maszyn.
",https://www.doz.pl//leki/w1197-Tokofersolan,
Toksyna,botulinowa,"Toksyna botulinowa typu A może powodować astenię, osłabienie mięśni, zawroty głowy oraz zaburzenia widzenia. 
",https://www.doz.pl//leki/w1198-Toksyna_botulinowa_typu_A,
Toksyna,botulinowa,"Działania niepożądane takie jak osłabienie siły mięśniowej czy zaburzenia widzenia, mogą w znaczny sposób upośledzać zdolności psychomotoryczne i wpływać negatywnie na zdolność prowadzenia pojazdów oraz obsługiwania maszyn mechanicznych.
",https://www.doz.pl//leki/w1199-Toksyna_botulinowa_typu_B,
Tolkapon,Tolcapone,"Każdy pacjent, który ma chorobę Parkinsona powinien zostać poinformowany o możliwości wystąpienia objawów uniemożliwiających prowadzenie pojazdów mechanicznych i obsługi maszyn, ze względu na specyfikę choroby i jej objawy. Stosowanie tolkaponu może powodować zaburzenia psychiczne oraz zaburzenia układu nerwowego do których należą zaburzenia snu, omamy, senność, różne dyskinezy, bóle oraz zawroty głowy. Osoby, u których występują te charakterystyczne objawy nie powinny prowadzić pojazdów mechanicznych oraz obsługiwać urządzeń mechanicznych.
",https://www.doz.pl//leki/w1200-Tolkapon,
Tolperyzon,Tolperisone,"Pokarm o wysokiej zawartości tłuszczu zwiększa biodostępność tolperyzonu.
Alkohol może nasilić działanie depresyjne na ośrodkowy układ nerwowy. Podczas jednoczesnego stosowania tolperyzonu oraz alkoholu, wzrasta ryzyko pojawienia się zmęczenia, senności czy zawrotów głowy.
",https://www.doz.pl//leki/w1201-Tolperyzon,
Tolterodyna,Tolterodine,"Nie można wykluczyć pojawienia się interakcji farmakokinetycznej (wpływ na metabolizm) podczas spożywania soku grejpfrutowego i jednoczesnej terapii tolterodyną.
Jednoczesne stosowanie preparatów z dziurawca pospolitego może prowadzić do nasilenia szybkości metabolizmu tolterodyny. Istnieje ryzyko osłabienia działania terapeutycznego leku.
",https://www.doz.pl//leki/w1202-Tolterodyna,
Tolwaptan,Tolvaptan,"Podczas kuracji tolwaptanem nie należy spożywać soku grejpfrutowego. Grejpfrut i sok grejprutowy może hamować przemiany metaboliczne leku prowadząc do wzrostu stężenia tolwaptanu we krwi. Ekspozycja na lek wzrasta niemal dwukrotnie.
Spożywanie alkoholu podczas kuracji tolwaptanem może spowodować wystąpienie zespołu osmotycznej demielinizacji (uszkodzenie osłonek mielinowych w obrębie ośrodkowego układu nerwowego). Nie zaleca się picia alkoholu w trakcie leczenia tolwaptanem.
Dziurawiec zwyczajny  Hypericum perforatum pobudza układ cytochromu CYP3A co może prowadzić do zmniejszenia skuteczności terapii tolwaptanem. Należy unikać jednoczesnego podawania leku i naparów/tabletek z dziurawcem. 
",https://www.doz.pl//leki/w1203-Tolwaptan,
